user_id,ratio,numberRecommendationUserHas,numberGamesUserHasInTest
3527485.0,0.375,3,8
3614782.0,0.0,0,3
3663009.0,0.0,0,2
3674653.0,1.0,1,1
3747293.0,0.0,0,3
3783783.0,0.0,0,6
3897969.0,0.3333333333333333,1,3
3974133.0,0.75,3,4
3979930.0,0.2,1,5
4064412.0,0.2,1,5
4156158.0,0.5,1,2
4318904.0,0.0,0,0
4325465.0,0.5,2,4
4485779.0,1.0,1,1
4595423.0,0.3333333333333333,1,3
4603800.0,0.0,0,1
4677023.0,1.0,1,1
4812175.0,1.0,1,1
4824107.0,0.125,1,8
4834220.0,0.14285714285714285,1,7
4877411.0,0.25,1,4
4897767.0,0.0,0,0
4986667.0,0.5,2,4
5217749.0,1.0,1,1
5220782.0,0.4,2,5
5232588.0,0.0,0,1
5270060.0,0.25,1,4
5307960.0,0.0,0,0
5314150.0,0.0,0,2
5387470.0,0.08333333333333333,1,12
5600822.0,0.3333333333333333,1,3
5689496.0,0.3333333333333333,1,3
5759284.0,0.0,0,0
5860071.0,0.0,0,5
5949488.0,0.0,0,2
5976642.0,0.0,0,4
5990132.0,0.0,0,19
6144819.0,0.16666666666666666,1,6
6216773.0,0.0,0,2
6252885.0,0.0,0,5
6394150.0,0.0,0,1
6439568.0,0.0,0,0
6656519.0,0.0,0,0
6717871.0,0.058823529411764705,1,17
6820462.0,0.0,0,5
6928806.0,0.0,0,2
6979578.0,0.0,0,0
7015471.0,0.0,0,8
7020135.0,0.0,0,2
7094039.0,0.0,0,0
7163917.0,1.0,2,2
7203603.0,0.4,4,10
7249363.0,0.5,1,2
7273540.0,0.0,0,2
7418489.0,0.0,0,2
7431946.0,0.2,2,10
7440594.0,0.0,0,16
7507458.0,0.5,2,4
7519923.0,0.0,0,0
7527129.0,0.5,2,4
7585698.0,0.0,0,0
7617325.0,0.5,1,2
7736384.0,1.0,1,1
7757631.0,0.0,0,1
7907686.0,0.03571428571428571,1,28
7923954.0,1.0,1,1
7955670.0,0.0,0,4
7987640.0,0.0,0,1
8013465.0,0.0,0,3
8100868.0,0.0,0,0
8259307.0,0.07142857142857142,1,14
8277694.0,0.0,0,0
8311704.0,0.0,0,7
8334557.0,0.25,1,4
8415723.0,0.6666666666666666,2,3
8542204.0,0.08333333333333333,1,12
8567888.0,1.0,1,1
8585433.0,0.030303030303030304,2,66
8763960.0,0.0,0,1
8776918.0,0.07692307692307693,1,13
8784496.0,0.18181818181818182,2,11
8795607.0,0.14285714285714285,1,7
8817922.0,0.0,0,2
8865447.0,1.0,1,1
8949216.0,0.25,1,4
8978697.0,0.0,0,0
9065641.0,0.0,0,2
9128105.0,0.04225352112676056,3,71
9134079.0,0.0,0,2
9180659.0,0.07692307692307693,1,13
9209946.0,0.3333333333333333,1,3
9245216.0,0.3333333333333333,1,3
9365873.0,0.5,1,2
9439949.0,0.0,0,0
9544834.0,0.0,0,0
9548378.0,0.0,0,1
9563573.0,0.125,1,8
9740704.0,0.0,0,2
9759887.0,0.0,0,0
9811609.0,0.0,0,3
9823354.0,0.025,1,40
9845449.0,0.0,0,3
9946133.0,0.25,1,4
10064100.0,0.0,0,1
10095386.0,0.0,0,2
10144413.0,0.0,0,4
10144504.0,0.0,0,1
10162301.0,0.2,1,5
10181060.0,1.0,1,1
10216256.0,0.0,0,2
10218563.0,0.0,0,18
10253354.0,0.024390243902439025,1,41
10262121.0,0.0,0,3
10267553.0,0.0,0,1
10302000.0,0.0,0,7
10385370.0,0.0,0,4
10450544.0,0.05555555555555555,1,18
10478285.0,0.0,0,0
10515535.0,0.0,0,1
10595342.0,0.0,0,0
10599862.0,0.06,3,50
10608804.0,0.5,1,2
10714039.0,0.0,0,1
10809782.0,0.0,0,0
10810391.0,0.0,0,1
10854426.0,0.0,0,2
10856494.0,0.0,0,1
10868970.0,0.0,0,1
10869571.0,0.5,1,2
10934310.0,0.0,0,0
10964000.0,0.0,0,0
11024186.0,0.0,0,3
11080937.0,0.0,0,1
11149819.0,0.017857142857142856,1,56
11151885.0,0.3333333333333333,1,3
11161178.0,0.03225806451612903,1,31
11200326.0,0.0,0,1
11207650.0,0.25,3,12
11300897.0,0.0,0,1
11373749.0,0.0,0,105
11403772.0,0.00819672131147541,1,122
11408688.0,0.0,0,0
11414203.0,0.0,0,1
11504910.0,0.0,0,0
11613587.0,0.0,0,1
11650340.0,0.0,0,1
11713535.0,0.6666666666666666,2,3
11718802.0,0.0,0,0
11731710.0,0.030303030303030304,1,33
11794760.0,0.025,1,40
11807754.0,0.0,0,4
11813637.0,0.14285714285714285,1,7
11940338.0,0.0,0,14
11952990.0,0.0,0,23
11970504.0,0.0,0,19
11973378.0,0.0,0,1
11978743.0,0.0,0,29
12034137.0,0.0,0,2
12070928.0,0.0,0,3
12130111.0,0.25,1,4
12144171.0,0.058823529411764705,1,17
12169570.0,0.0,0,1
12195913.0,0.16666666666666666,1,6
12259303.0,0.2,1,5
12312878.0,0.0,0,1
12423315.0,0.0,0,3
12529679.0,0.5,1,2
12563913.0,0.0,0,1
12583476.0,0.0,0,1
12610800.0,0.0,0,58
12660489.0,0.0,0,1
12673872.0,0.5,1,2
12760368.0,0.0,0,7
12774878.0,0.0,0,2
12858799.0,0.0,0,1
12860805.0,0.0,0,2
12897088.0,0.0,0,1
12985315.0,0.0,0,2
13190476.0,0.0,0,36
13227098.0,0.0,0,1
13227113.0,0.0,0,1
13336286.0,0.0,0,0
13542867.0,0.0,0,1
13556140.0,0.0,0,5
13565651.0,0.023255813953488372,1,43
13614852.0,0.0,0,0
13646256.0,0.0,0,2
13669241.0,0.0,0,1
13802025.0,1.0,1,1
13863290.0,0.0,0,0
13873032.0,0.0,0,1
14095190.0,0.0,0,0
14098833.0,1.0,1,1
14126086.0,0.07692307692307693,1,13
14153959.0,0.0,0,3
14165501.0,0.0,0,1
14216099.0,0.0,0,1
14256995.0,0.0,0,1
14258248.0,0.3333333333333333,1,3
14416572.0,0.0,0,0
14417857.0,0.16666666666666666,1,6
14421986.0,0.5,1,2
14433556.0,0.0,0,0
14465359.0,0.015384615384615385,1,65
14477878.0,0.0,0,1
14507290.0,0.5,1,2
14544587.0,0.0,0,18
14551726.0,0.0,0,3
14671378.0,0.2,1,5
14702137.0,0.3333333333333333,1,3
14706578.0,0.0,0,0
14711056.0,0.0,0,0
14717252.0,0.0,0,1
14758912.0,0.0,0,1
14906179.0,0.25,1,4
14962163.0,0.21052631578947367,4,19
15084368.0,0.0,0,0
15095770.0,0.2,1,5
15196746.0,0.043478260869565216,1,23
15221799.0,0.07692307692307693,1,13
15305418.0,0.0,0,10
15382030.0,0.0,0,0
15415372.0,0.3333333333333333,1,3
15432026.0,0.0,0,1
15474494.0,0.0,0,3
15495423.0,0.0,0,0
15503746.0,0.0,0,2
15564408.0,1.0,1,1
15576531.0,0.5,2,4
15680561.0,0.0,0,3
15701750.0,0.0,0,0
15702351.0,0.0,0,1
15824958.0,0.0,0,1
15841586.0,0.0,0,1
15841597.0,0.0,0,3
15878832.0,0.0,0,2
15902605.0,0.0,0,2
15927737.0,0.0,0,1
15951451.0,0.0,0,0
16080105.0,0.25,1,4
16081636.0,0.3333333333333333,1,3
16084897.0,0.037037037037037035,1,27
16154372.0,0.08695652173913043,2,23
16167221.0,0.25,2,8
16231773.0,0.0,0,2
16261218.0,0.0,0,1
16285568.0,0.0,0,1
16421440.0,0.0,0,0
16574348.0,0.0,0,2
16645459.0,0.0,0,42
16710264.0,1.0,1,1
16717658.0,0.0,0,0
16720641.0,0.0,0,1
16821928.0,0.0,0,0
16919977.0,0.0,0,2
16990576.0,0.0,0,0
17017968.0,0.0,0,1
17284266.0,0.0,0,3
17299575.0,0.5,1,2
17352311.0,0.0,0,1
17414305.0,0.0,0,3
17432212.0,0.0,0,1
17495098.0,0.0,0,9
17497581.0,0.14285714285714285,1,7
17530772.0,0.0,0,58
17531316.0,0.0,0,2
17556127.0,0.0,0,2
17567828.0,0.0,0,30
17649444.0,0.1,1,10
17821133.0,0.0,0,2
17878330.0,0.5,1,2
17894253.0,0.0,0,0
17947811.0,0.0,0,0
17995238.0,0.03571428571428571,1,28
18036199.0,0.2857142857142857,2,7
18066817.0,0.3333333333333333,2,6
18074031.0,0.0,0,5
18109027.0,0.0,0,1
18149166.0,0.6666666666666666,2,3
18263482.0,0.0,0,1
18319108.0,0.0,0,2
18500119.0,0.16666666666666666,1,6
18604016.0,0.0,0,1
18607065.0,0.0,0,0
18611287.0,0.0,0,0
18675025.0,0.0,0,1
18697313.0,0.0,0,4
18869916.0,1.0,1,1
18888504.0,0.0,0,4
18897058.0,0.0,0,0
19062398.0,0.0,0,0
19085114.0,0.045454545454545456,1,22
19094181.0,0.0,0,0
19302548.0,0.0,0,5
19306933.0,0.0,0,1
19430377.0,0.0,0,0
19510434.0,0.0,0,1
19586574.0,0.1111111111111111,1,9
19594216.0,0.0,0,1
19616379.0,0.0,0,2
19668647.0,0.16666666666666666,1,6
19696244.0,0.045454545454545456,1,22
19925584.0,0.0,0,0
20200395.0,0.07692307692307693,1,13
20207081.0,0.0,0,2
20266830.0,0.0,0,0
20321898.0,0.0,0,0
20362352.0,0.0,0,1
20363006.0,0.0,0,3
20366600.0,0.25,2,8
20464587.0,0.0,0,11
20498360.0,0.0,0,1
20557028.0,0.0,0,0
20566124.0,0.4,2,5
20593648.0,0.0,0,0
20626832.0,0.0,0,2
20630908.0,0.0,0,0
20643309.0,0.0,0,0
20683035.0,0.0,0,2
20704366.0,0.09090909090909091,1,11
20724394.0,0.0,0,0
20772968.0,0.009615384615384616,1,104
20781671.0,0.0,0,0
20914736.0,0.0,0,3
20930269.0,0.0,0,3
21015565.0,0.3333333333333333,1,3
21061921.0,0.024096385542168676,2,83
21075893.0,0.0,0,3
21138994.0,0.0,0,1
21144204.0,0.0,0,1
21261374.0,1.0,2,2
21316693.0,0.75,3,4
21406272.0,0.0,0,0
21416874.0,0.0,0,0
21535912.0,0.0,0,2
21539893.0,0.0,0,12
21551002.0,0.0,0,0
21557528.0,0.5,1,2
21580713.0,0.0,0,0
21590667.0,0.5,1,2
21683270.0,0.0,0,2
21796349.0,0.0,0,3
21805245.0,0.0,0,1
21822362.0,0.6666666666666666,2,3
21861124.0,0.3333333333333333,1,3
21869048.0,0.0,0,1
21979395.0,0.25,1,4
22003611.0,0.0,0,2
22045474.0,0.0,0,0
22075531.0,0.0,0,1
22088241.0,0.0,0,0
22277642.0,0.0,0,1
22283916.0,0.0,0,1
22301321.0,0.008403361344537815,1,119
22371742.0,0.0,0,27
22470137.0,1.0,1,1
22503648.0,1.0,1,1
22605909.0,0.2,1,5
22627659.0,0.0,0,4
22673724.0,0.0,0,0
22689481.0,0.0,0,4
22865756.0,0.0,0,3
22875444.0,0.0,0,1
22883395.0,0.0,0,0
22898075.0,0.0,0,1
23046596.0,0.0,0,1
23072560.0,0.0,0,0
23078763.0,0.0,0,1
23096237.0,0.0,0,1
23154676.0,0.3333333333333333,1,3
23181958.0,0.0,0,1
23219829.0,0.0,0,3
23225650.0,0.0,0,15
23241240.0,0.0,0,0
23306116.0,0.5,1,2
23333992.0,0.0,0,1
23337959.0,0.0,0,2
23386002.0,0.0,0,3
23432272.0,0.0,0,1
23472549.0,0.0,0,0
23492094.0,0.07142857142857142,1,14
23608098.0,0.0,0,4
23609845.0,0.0,0,1
23643789.0,0.0,0,0
23663429.0,0.0,0,1
23672423.0,0.0,0,2
23714890.0,0.5,1,2
23717586.0,0.04,1,25
23718710.0,0.0,0,0
23780966.0,0.0,0,2
23883383.0,0.0,0,2
23918050.0,0.0,0,0
24011187.0,0.0,0,6
24204083.0,0.0,0,3
24258916.0,0.0,0,0
24334631.0,0.5,1,2
24366790.0,0.0,0,8
24444528.0,0.0,0,1
24445668.0,0.0,0,0
24469287.0,0.025,2,80
24555705.0,1.0,1,1
24583127.0,0.3333333333333333,1,3
24583629.0,0.0,0,0
24610082.0,0.0,0,0
24632218.0,0.02631578947368421,1,38
24703611.0,0.0,0,1
24721232.0,0.031578947368421054,3,95
24817862.0,0.0,0,0
24841093.0,0.0,0,2
24858005.0,0.25,1,4
24872208.0,0.0,0,1
24889631.0,0.0,0,0
24919113.0,0.0,0,17
24932641.0,0.0,0,3
24972502.0,0.0,0,1
25031952.0,1.0,1,1
25096601.0,0.0,0,10
25185866.0,0.0,0,1
25253730.0,0.3333333333333333,1,3
25272022.0,1.0,1,1
25337857.0,0.3333333333333333,3,9
25349446.0,0.0,0,1
25411448.0,0.0,0,0
25445382.0,0.0,0,0
25452454.0,0.0,0,2
25490518.0,0.0,0,0
25539892.0,0.4,2,5
25634320.0,0.5,1,2
25710556.0,0.0,0,0
25822628.0,0.0,0,0
25827559.0,0.0,0,1
25831175.0,0.0,0,0
25863903.0,1.0,1,1
25864738.0,0.0,0,0
25889289.0,0.0,0,2
25941262.0,0.0,0,2
25966326.0,0.0,0,1
26027937.0,0.0,0,6
26037697.0,0.0,0,0
26090223.0,0.0,0,0
26101823.0,0.0,0,3
26122540.0,0.0,0,0
26218938.0,0.0,0,0
26302344.0,0.07692307692307693,1,13
26333936.0,0.0,0,2
26430231.0,0.0,0,14
26461910.0,0.0,0,1
26465134.0,0.05555555555555555,1,18
26491227.0,0.0,0,1
26572597.0,0.0,0,0
26583023.0,0.0,0,0
26593066.0,0.0,0,0
26601561.0,0.0,0,1
26633617.0,0.0,0,1
26636189.0,0.0,0,3
26637363.0,0.0,0,0
26729643.0,0.047619047619047616,1,21
26753925.0,0.0,0,1
26762388.0,0.05357142857142857,3,56
26779878.0,0.0,0,1
26789885.0,0.25,1,4
26802825.0,0.0,0,4
26808868.0,0.21428571428571427,3,14
26813952.0,0.0,0,0
26822907.0,0.3333333333333333,1,3
26861985.0,0.0,0,1
26897314.0,0.0,0,4
27023260.0,0.6,3,5
27029121.0,0.0,0,0
27037996.0,0.0,0,1
27060918.0,0.0,0,2
27099151.0,0.0,0,3
27100840.0,0.0,0,0
27115822.0,0.0,0,0
27116257.0,0.0,0,0
27117407.0,0.0,0,1
27139623.0,0.0,0,3
27152433.0,0.0,0,0
27168078.0,0.0,0,2
27169419.0,0.07142857142857142,1,14
27171538.0,0.0,0,5
27262175.0,0.0,0,6
27275017.0,0.0,0,1
27279261.0,0.02702702702702703,1,37
27338668.0,0.0,0,1
27371247.0,0.0,0,0
27403206.0,0.043478260869565216,1,23
27417971.0,0.0,0,0
27424183.0,0.0,0,0
27500674.0,0.0,0,0
27543430.0,0.0,0,2
27545486.0,0.25,1,4
27578696.0,0.3333333333333333,1,3
27579751.0,0.0,0,0
27685049.0,0.3333333333333333,1,3
27689253.0,0.0,0,2
27691746.0,0.0,0,1
27770064.0,0.0,0,1
27804333.0,0.0,0,0
27835216.0,0.0,0,0
27871778.0,0.0,0,0
27872805.0,1.0,1,1
27873947.0,0.3333333333333333,1,3
27901693.0,0.5,1,2
27925556.0,0.3333333333333333,1,3
27944300.0,0.0,0,1
28031199.0,0.0,0,0
28040133.0,0.0,0,0
28041586.0,0.0,0,0
28064589.0,0.0,0,1
28113724.0,0.0,0,1
28116270.0,0.0,0,1
28165186.0,0.0,0,1
28229872.0,0.0,0,2
28236623.0,0.0,0,0
28257781.0,0.0,0,0
28424408.0,0.0,0,2
28425181.0,0.0,0,0
28443095.0,1.0,2,2
28453247.0,0.0,0,0
28453352.0,0.0,0,5
28472068.0,0.10714285714285714,3,28
28608870.0,0.0,0,0
28633466.0,0.0,0,0
28648610.0,0.0,0,2
28696163.0,0.0,0,0
28705385.0,0.0,0,0
28711405.0,0.0,0,0
28731346.0,0.0,0,1
28815669.0,0.0,0,1
28818246.0,0.0,0,0
28851953.0,0.0,0,0
28886158.0,0.0,0,1
28898493.0,0.0,0,0
28939171.0,0.0,0,1
28997716.0,0.0,0,1
29001140.0,0.0,0,0
29052354.0,0.2,1,5
29078995.0,0.0,0,0
29081256.0,0.0,0,1
29111100.0,0.0,0,0
29122428.0,0.0,0,0
29148231.0,0.3333333333333333,1,3
29239329.0,0.0,0,15
29243200.0,0.0,0,0
29268335.0,0.0,0,0
29302014.0,0.25,1,4
29383643.0,0.0,0,1
29405242.0,0.0,0,0
29491264.0,0.0,0,0
29537499.0,0.0,0,0
29569611.0,0.0,0,1
29603217.0,0.0,0,0
29706117.0,0.3333333333333333,1,3
29706146.0,1.0,1,1
29730534.0,1.0,1,1
29736184.0,1.0,1,1
29753085.0,0.0,0,18
29764828.0,0.5,1,2
29777760.0,0.0,0,2
29835809.0,0.0,0,0
29852387.0,0.0,0,2
29873979.0,0.0,0,9
29915651.0,0.0,0,0
29926116.0,0.0,0,0
29962674.0,1.0,1,1
29983962.0,0.2,1,5
30007387.0,0.0,0,0
30010437.0,0.0,0,0
30036927.0,0.0,0,1
30041199.0,0.0,0,0
30042027.0,0.0,0,2
30061970.0,0.0,0,26
30064076.0,0.0,0,1
30067217.0,0.0,0,1
30115594.0,0.6666666666666666,2,3
30129850.0,0.0,0,0
30142763.0,0.0,0,0
30172489.0,0.0,0,5
30221587.0,0.0,0,0
30239820.0,0.3333333333333333,1,3
30246419.0,0.006578947368421052,1,152
30280104.0,0.0,0,2
30283133.0,0.0,0,0
30323574.0,0.0,0,1
30402259.0,0.0,0,0
30425578.0,0.09375,3,32
30432648.0,0.0,0,1
30434868.0,0.0,0,0
30440303.0,0.05555555555555555,2,36
30452777.0,0.0,0,0
30454984.0,0.5,1,2
30500254.0,0.0,0,2
30503921.0,0.0,0,0
30519870.0,0.0,0,15
30527047.0,0.0,0,0
30548861.0,0.0,0,0
30561172.0,0.0,0,0
30572170.0,0.25,1,4
30574622.0,0.0,0,0
30583864.0,1.0,2,2
30588978.0,0.0,0,3
30614573.0,0.0,0,1
30695285.0,0.0,0,1
30699429.0,0.0,0,5
30710202.0,0.0,0,0
30734023.0,0.0,0,0
30739537.0,0.0,0,0
30855460.0,0.0,0,0
30912860.0,0.043478260869565216,1,23
30913209.0,0.0,0,7
30985722.0,0.0,0,1
30988672.0,0.0,0,0
31007645.0,0.0,0,2
31063925.0,0.0,0,0
31069041.0,0.0,0,0
31124692.0,0.0,0,1
31162433.0,0.3333333333333333,1,3
31178210.0,0.0,0,0
31187179.0,0.15384615384615385,2,13
31188792.0,0.0,0,0
31241223.0,0.5,1,2
31319953.0,0.0,0,0
31385451.0,0.0,0,2
31425362.0,0.0,0,1
31500407.0,0.0,0,0
31559824.0,0.0,0,1
31598106.0,0.0,0,1
31616745.0,0.0,0,1
31662213.0,0.0,0,0
31668589.0,0.0,0,1
31669242.0,0.046511627906976744,2,43
31727716.0,0.0,0,9
31733621.0,0.0,0,4
31733654.0,0.2857142857142857,2,7
31757271.0,0.0,0,1
31764594.0,0.0,0,1
31817706.0,0.0,0,6
31839832.0,1.0,1,1
31849177.0,0.3333333333333333,1,3
31887973.0,0.0,0,0
31889811.0,0.0,0,1
31944667.0,0.5,1,2
32021037.0,0.0,0,2
32102983.0,0.0,0,7
32125590.0,0.2,1,5
32126281.0,0.041666666666666664,1,24
32248913.0,0.0,0,1
32398422.0,0.0,0,0
32415191.0,1.0,1,1
32467994.0,0.0,0,23
32488724.0,0.0,0,2
32498610.0,0.0,0,2
32577778.0,0.0,0,5
32592631.0,0.0,0,3
32617936.0,0.0,0,0
32644336.0,0.1,1,10
32710856.0,0.0,0,13
32749624.0,0.125,1,8
32773537.0,0.0,0,0
32818456.0,0.0,0,0
32847394.0,0.25,3,12
32939936.0,0.0,0,0
32965833.0,0.0,0,0
33013552.0,0.02912621359223301,3,103
33023846.0,0.0,0,1
33029093.0,1.0,1,1
33033120.0,0.0,0,0
33071192.0,0.5,1,2
33096779.0,0.0,0,1
33098857.0,0.0,0,0
33121288.0,0.0,0,2
33214968.0,0.0,0,4
33228985.0,0.14285714285714285,1,7
33250362.0,0.0,0,1
33260507.0,1.0,1,1
33261284.0,0.0,0,0
33279432.0,0.0,0,1
33282871.0,0.03571428571428571,1,28
33291661.0,0.0,0,1
33300480.0,0.0,0,1
33362395.0,0.0,0,1
33431754.0,0.0,0,0
33434940.0,0.0,0,0
33452361.0,0.0,0,3
33457161.0,0.0,0,2
33479807.0,0.0,0,0
33506449.0,0.0,0,0
33518079.0,0.16666666666666666,1,6
33577800.0,0.0,0,0
33580866.0,0.0,0,2
33583543.0,0.0,0,1
33587126.0,0.0,0,1
33591806.0,0.0,0,0
33614428.0,1.0,1,1
33622085.0,0.038461538461538464,1,26
33651880.0,0.0,0,44
33658023.0,0.0,0,1
33659046.0,0.0,0,6
33705095.0,0.0,0,0
33706322.0,0.0,0,22
33755449.0,0.0,0,0
33778112.0,0.0,0,3
33788990.0,0.0,0,1
33807030.0,1.0,1,1
33865373.0,0.005434782608695652,1,184
33866564.0,0.0,0,1
33904278.0,0.2,1,5
33910513.0,0.0,0,1
33934276.0,0.0,0,0
33993318.0,0.0,0,3
33995654.0,0.0,0,1
34040508.0,0.0,0,2
34102593.0,0.0,0,2
34124250.0,0.0,0,0
34161935.0,0.0,0,3
34177747.0,0.03125,1,32
34281672.0,0.0,0,11
34383588.0,0.0,0,2
34384042.0,1.0,2,2
34442062.0,0.3333333333333333,2,6
34556248.0,0.0,0,3
34582304.0,0.0,0,2
34618463.0,0.0,0,1
34658438.0,0.0,0,0
34679511.0,0.0,0,0
34858979.0,0.0,0,2
34863766.0,0.0,0,1
34901647.0,0.047619047619047616,1,21
34919318.0,0.02702702702702703,1,37
34960438.0,0.0,0,0
34965931.0,0.0,0,0
35009482.0,0.0,0,6
35021321.0,0.0,0,0
35039277.0,0.1111111111111111,2,18
35047392.0,0.0,0,0
35116894.0,0.0,0,0
35140004.0,1.0,1,1
35153301.0,0.0,0,0
35177894.0,0.0,0,1
35192186.0,0.0,0,1
35192299.0,1.0,2,2
35220143.0,0.5,1,2
35227774.0,1.0,1,1
35264447.0,0.25,1,4
35290890.0,0.0,0,0
35330593.0,0.0,0,3
35355224.0,0.0,0,2
35370794.0,0.0,0,0
35388317.0,0.0,0,1
35394734.0,1.0,1,1
35418544.0,0.0,0,0
35419030.0,0.0,0,1
35432082.0,0.0,0,0
35433662.0,0.0,0,0
35442153.0,0.0,0,0
35489574.0,0.0,0,1
35560181.0,0.0,0,0
35606448.0,0.0,0,1
35640500.0,0.0,0,1
35701646.0,0.027777777777777776,1,36
35729292.0,0.1111111111111111,1,9
35849335.0,0.0,0,1
35864169.0,0.0,0,7
35935953.0,0.0,0,1
35937951.0,0.0,0,0
36017955.0,1.0,1,1
36083584.0,0.0,0,0
36109630.0,0.0,0,0
36122886.0,0.0,0,1
36154073.0,0.0,0,1
36157772.0,0.0,0,1
36188511.0,0.0,0,0
36257313.0,0.0,0,0
36271979.0,0.3333333333333333,1,3
36288200.0,0.0,0,0
36349097.0,0.0,0,0
36404933.0,0.011363636363636364,1,88
36439985.0,0.0,0,2
36464641.0,0.0,0,0
36495125.0,0.0,0,0
36502549.0,0.0,0,16
36546868.0,0.0,0,72
36553207.0,0.0,0,0
36557643.0,0.014705882352941176,1,68
36581507.0,0.0,0,3
36611463.0,0.0,0,2
36714440.0,0.0,0,0
36757524.0,0.0,0,1
36775354.0,0.0,0,0
36791999.0,0.0,0,2
36856786.0,0.5,1,2
36910614.0,0.0,0,1
36915181.0,0.0,0,0
36933405.0,0.0,0,0
36963214.0,0.0,0,2
36978196.0,0.125,1,8
37026839.0,0.0,0,1
37068073.0,0.0,0,1
37092665.0,0.0,0,0
37123018.0,0.0,0,1
37179655.0,0.0,0,2
37226272.0,0.0,0,1
37238717.0,0.0,0,0
37252377.0,0.0,0,0
37294596.0,0.0,0,2
37339809.0,0.0,0,0
37343172.0,0.0,0,0
37396841.0,0.0,0,3
37419728.0,1.0,1,1
37420720.0,0.0,0,0
37422528.0,0.08823529411764706,3,34
37435998.0,0.0,0,8
37466720.0,0.5,2,4
37468189.0,0.0,0,1
37490443.0,0.2222222222222222,2,9
37522295.0,0.0,0,0
37565781.0,0.0,0,1
37643786.0,0.0,0,1
37659112.0,0.0,0,0
37706629.0,0.5,1,2
37708732.0,0.0,0,0
37723786.0,0.0,0,18
37727952.0,0.0,0,0
37766583.0,0.0,0,1
37827989.0,0.16666666666666666,2,12
37829487.0,0.3333333333333333,2,6
37911248.0,0.0,0,1
37941785.0,0.0,0,0
38049880.0,0.014925373134328358,1,67
38055594.0,0.0,0,2
38068919.0,1.0,1,1
38100517.0,0.0,0,2
38132168.0,0.0,0,0
38179194.0,0.25,1,4
38222088.0,0.0,0,0
38293596.0,0.0,0,2
38317154.0,0.04,1,25
38323067.0,0.0,0,0
38337633.0,0.0,0,0
38342935.0,0.0,0,0
38436635.0,0.0,0,0
38465050.0,0.0,0,14
38523044.0,0.0,0,1
38731746.0,0.0,0,8
38736263.0,0.0,0,0
38763767.0,0.0,0,1
38781158.0,0.0,0,1
38853323.0,0.0,0,0
38885272.0,0.0,0,2
38937590.0,0.5,1,2
38950395.0,0.0,0,0
38968408.0,0.0,0,0
38978172.0,0.0,0,1
38990345.0,0.0,0,0
39010350.0,0.0,0,0
39028341.0,1.0,1,1
39037163.0,0.0,0,26
39044050.0,0.0,0,1
39052243.0,0.0,0,0
39082468.0,0.0,0,12
39146470.0,0.06666666666666667,1,15
39204929.0,1.0,2,2
39223571.0,0.0,0,0
39227796.0,0.0,0,0
39319649.0,0.0,0,2
39322716.0,0.5,1,2
39324546.0,0.0,0,1
39334748.0,0.0,0,2
39361297.0,0.0,0,14
39403038.0,0.0,0,2
39446138.0,0.0,0,5
39459129.0,0.0,0,0
39482136.0,0.0,0,0
39524248.0,0.0,0,4
39622853.0,0.030303030303030304,1,33
39654762.0,0.0,0,0
39663272.0,0.0,0,1
